S_SUPPKEY,S_NAME,S_ADDRESS,S_NATIONKEY,S_PHONE,S_ACCTBAL,S_COMMENT
8421,Supplier#000008421,"x2sr5EHkwDOimr0n9uWd,cDEXyIEXngBLI",6,16-554-443-4756,6778.63, according to the pinto beans use above the carefully ironic foxes. pinto beans na
8426,Supplier#000008426,"Qsu,Mh2ylkvxYsyZjxwzl42cMr",24,34-685-517-9185,6179.18,counts; packages haggle bli
8429,Supplier#000008429,IKsf2rgK5C3HZXjuIvNNT2rAFdkfx,10,20-553-284-9567,4561.76, carefully final packages haggle bold deposits. carefully silent war
8434,Supplier#000008434,dM71AAl9v9qP,13,23-119-336-9281,8498.99," blithely final requests. slyly bold foxes are final, bold foxes. blithely dogged courts from the "
8435,Supplier#000008435,UHmLbgZyp7EC7K5a5,22,32-593-113-8050,5551.46,l theodolites; regular accounts wake da
8437,Supplier#000008437,Y58iKUOib1zUPTX,22,32-127-249-8582,5415.82,yly silent accounts. blithely bold gifts boost. bl
8439,Supplier#000008439,di6C32okzgTjM,4,14-656-728-1229,52.83,"efully slyly ironic ideas. express courts wake slyly along the regular foxes. sly, unusual pa"
8440,Supplier#000008440,hLodfZoCv4q4axaQm7r925TDKn,8,18-495-197-2800,5883.3,ly. quickly special requests dazzle quickly. pending patterns wake accor
8444,Supplier#000008444,AWXKqQxZEB0Jyzp9OsN4I3RDsTl5cFpTN,11,21-985-891-2086,7.38,mong the excuses. slyly fluffy instructions wake furiou
8449,Supplier#000008449,Wp34zim9qYFbVctdW,10,20-469-856-8873,3667.19,onic instructions. carefully express packages 
8452,Supplier#000008452,lTrl0TcxcYo0Xyydy5X4Lan,2,12-686-389-2091,7550.43,ular courts. regular deposits sleep am
8454,Supplier#000008454,eMlEBxvKjN2SXsu6BkN4bTtZVq6aoFcBl4JeMs3,22,32-658-462-8813,1555.96,blithely pending foxes cajole furiously abo
8455,Supplier#000008455,",zB2VbEOs1o7,YOYmE",18,28-228-864-3061,2024.52,uriously regular frets cajole after the furiously unusu
8457,Supplier#000008457,CAvkqakaOWv5OpT0YyRZF81lBDl5tpjHL  ,16,26-398-482-7559,235, beans boost furiously quickly ironic accounts. pack
8458,Supplier#000008458,rihX1QITvV1JaC,4,14-822-547-8952,9535.76, foxes boost furiously across the slyly express excuses. quickly ex
8461,Supplier#000008461, PeQ3wub7gh3Qmda,16,26-286-487-8621,7229.47,. dinos cajole ruthlessly. slyly silent requests cajole. enticing platelets promis
8463,Supplier#000008463,20Qk0i7nFty1TrvC1nlh29Bh0vEb,23,33-579-124-9718,-103.21,ake furiously. even requests affix slyly alongside of the special pinto beans. quickly bold req
8467,Supplier#000008467,"mOzxpu7,0X7f2,BY3d OnG6yDTPz7k74",3,13-460-470-1371,9064.19,ages haggle furiously. special warho
8470,Supplier#000008470,"wURUeuqN,W5P4gHfx5wM69o9xn7Wy",23,33-630-311-3942,2799.27,ng to the quickly final ideas. quickly final ideas sleep carefully even platelets.
8471,Supplier#000008471,"yby8sR0,75PDNPOJmWtHFu8eCMPEkLpctO",12,22-536-259-4439,9345.49,regular packages. blithely pending requests above the carefully final cour
385,Supplier#000000385,4RDwKCNc6 yBY,18,28-730-866-8837,5836.17,frays. requests sleep ironic theodolites. carefully even requests doubt furious
388,Supplier#000000388,n27XQohXrXlJRLdsyXNoljPS,18,28-306-827-7902,6540.34,rate around the regular accounts. furiously special pinto beans use bli
400,Supplier#000000400,QACx8vfYzPsZHCet2Yjst4e2XzjOXF,21,31-514-285-7013,4624.87,eas sleep furiously among the regular ideas; slyly bold excuses alon
401,Supplier#000000401,9 zStaJ sD,10,20-586-179-6994,2233.53,ages. dolphins integrate blithely final waters. carefully unusual accounts are fluf
403,Supplier#000000403,TTVlcRcFrglnhCffA11iw l6bZyyaI9xcRF,9,19-513-268-3908,3102.18,he regularly ironic packages. idly final excuses integrate according to the 
405,Supplier#000000405,dJIijVTX n7M0NDEQvCA ,24,34-728-545-7374,3213.18,er the foxes. special warhorses nag fluffily
411,Supplier#000000411,G9H53XVrdbhRgvQwho1AS,18,28-518-787-9625,2250.74,ial foxes. furiously permanent packa
412,Supplier#000000412,"S2onAA,jGtQ3qfpN",12,22-351-499-2131,8183.66," the packages! quickly even warhorses haggle slyly along the final, expre"
413,Supplier#000000413,"GAufsRQQE P,dVCZWIMEUAsm,7",11,21-875-836-5585,7788.45, the fluffily even pinto beans. closely regular asympt
414,Supplier#000000414,FkmlHgU9pqCboQ32Lcx,21,31-118-322-1371,9547,. blithely unusual packages might cajole blithely regular requests.
418,Supplier#000000418,l07dIg BFdcW,24,34-689-611-9130,5229.01,"re of the carefully final courts. ironic pearls haggle slyly along the bold, regular d"
424,Supplier#000000424,"uOdFKME6fSAI,rvLcpTL",22,32-406-948-7901,5881.52,es. furiously pending ideas against the fluffily si
430,Supplier#000000430,"SMdrDaNv,2XyFOL6oVEfvH",1,11-541-204-3496,939.22,? silent pinto beans are abo
431,Supplier#000000431,"WoeV,NINojE6hJjauAdrl5fGcdxX5JUPLnrim",3,13-269-548-1399,9477.34, according to the bravely quick dolphins. deposit
440,Supplier#000000440,s4UNoE4WDs9vXLZFJjsCVxZ0W8XU YCgqGBxVX,15,25-475-341-4841,9290.23,uses. requests cajole among the quickly regular fo
442,Supplier#000000442,PJSCHXMAsqyRr5aPD9lp4tUl1B1WytbosVY8EdNZ,11,21-463-951-7051,2257.13,es wake. accounts sleep slyly. slyly ironic platelets haggle. slyly
445,Supplier#000000445,WqzJKhnLnF05It4 5TDkGkUwVYszIko,20,30-686-270-2150,3065.22,"r the stealthy theodolites. bold, unusual attainmen"
446,Supplier#000000446,na LX4kqDQbh,8,18-902-583-3116,2141.08,usual warhorses-- carefully unusual dep
454,Supplier#000000454,"K8p1uXD3L,L",0,10-453-843-1585,7337.45,ronic requests haggle furiously furiously regular accounts. stealthy asymptotes sh
456,Supplier#000000456,"iSqve6KC7t69,jX6,HF B8Hbat11O",5,15-951-880-7133,5154.37,e along the slyly bold theodolites. packages detect. regular requests sleep furiously b
458,Supplier#000000458,IFNkUK1H53HwUHabiONkMFAUDb,21,31-318-754-9316,7654.94,blithely enticing deposits are. furiously final accounts about the regular requests h
459,Supplier#000000459,w12ixcTkh6AtG1LvWxX8El8Nf4vEGQiZrrpy,18,28-295-883-6516,9569.85,arefully even deposits. furiously final requests sleep. packages sleep. q
460,Supplier#000000460,"lGEBJPLJaDwOhZpc7DQMY,PTUEv6BVBUsOGK0oF",20,30-851-458-4942,7619.85,ar theodolites use carefully about
462,Supplier#000000462,"Bg,C2gIsljPAG",5,15-387-146-3147,9497.29,uriously unusual courts. blithely express deposits could run
467,Supplier#000000467,aibBbBkbtmDJ988LnMNkCAi,12,22-666-307-4101,-467.16,"ackages. even, final dependencies sleep quickly. carefully regular deposits cajole furi"
469,Supplier#000000469,G4Xq2 RFlLP7uDadWjZ96 uyaGNk8 216c6,9,19-527-692-4725,994.99,ely express foxes. carefully unusual packages nod furiously. blithely unusual pinto beans cajole at 
470,Supplier#000000470,XckbzsAgBLbUkdfjgJEPjmUMTM8ebSMEvI,19,29-165-289-1523,727.89,gular excuses. furiously regular excuses sleep slyly caref
471,Supplier#000000471,"Fc4 FkVkaA8zsUVr,bT3PcTko0n",12,22-925-324-7167,-414.45,hely ironic accounts. ironic dependencies sleep furiously about the bold requests-- q
477,Supplier#000000477,VtaNKN5Mqui5yh7j2ldd5waf,7,17-180-144-7991,7205.2, excuses wake express deposits. furiously careful asymptotes according to the carefull
478,Supplier#000000478,4jV maCw9SEt8jyLUsjej60bmMhP6zBv ajTk,11,21-580-334-3987,7901.42, regular asymptotes: fluffily unusual accounts integrate 
479,Supplier#000000479,tdLkV2Ks0wBP1VlwdnPUxZnWADmxlbmRVE0a6h,18,28-851-500-5156,5283.98,s. blithely final asymptotes haggle fluffily. regular ideas 
1331,Supplier#000001331,"6 n,NZ875vge3mSHRgD,",6,16-106-285-4570,8425.75,ts alongside of the foxes haggle t
1335,Supplier#000001335,s408vkeaaJB1P2J1VbH ,11,21-137-592-3243,7197.12,lly after the furiously stealthy pinto beans. carefully ironic p
1336,Supplier#000001336,"g8umUPg62XgXBVaRwm8ANdagPoIDF,E",20,30-604-756-5958,3995.87,ly final platelets wake fluffily about the instructions-- ironic requests 
1340,Supplier#000001340,5FNwQfJ5nR4eJvEieJy9XA oY,8,18-205-441-7392,-851.92,"ly unusual pinto beans. ironic, regular packages across the quickly final theodolites are above"
1342,Supplier#000001342,"PLHRQAf4AK okYJGKWODElzeupU4y,ijWOd0Q2q,",0,10-614-132-7491,-361.9,ans! requests haggle blithely fluffily final ideas. close instructions wa
1343,Supplier#000001343,e3NKukdF0m3Ecc7iuIbk5KEif8B8eGYghOcQm,24,34-518-260-7874,9449.66,xpress requests nag against the blithely even courts. fluff
1345,Supplier#000001345,"gc,ysJMB0DxN77SAyweKRXl3b,opUqZTHV",12,22-581-403-5559,9472.64,ly even asymptotes mold furiously. blithely regular foxes
1347,Supplier#000001347,"9kz,LqAWi1VaotiC kRwSYokpaCrDU2B7GDoC",20,30-156-120-4484,3904.5,beans print carefully. carefully pending ideas sleep slyly. carefully bold courts boost alon
1350,Supplier#000001350,JeFDZXbYECk,13,23-431-834-8413,9584.73, slyly regular deposits. never regular instru
1356,Supplier#000001356,cRqdKTBb5I1ibGGCnAvnGKpeC5fOaSDkV,20,30-964-855-6270,3469.96,"in bravely. quickly regular foxes play slyly above the special, regular "
1360,Supplier#000001360,elN50rcw Ktxr2rzSF9rsUto8FNijhOjO,1,11-456-537-2079,8831.62,es. carefully pending ideas behind the doggedly unusual theodolites maintain busily ac
1366,Supplier#000001366,t0m50fUcmWC8ak3ZUmM,23,33-398-860-6097,9189.82,fily among the blithely unusual tithes. ironically ste
1370,Supplier#000001370,",H9mpO11e8m2WKoAbxTg",22,32-377-514-6171,2005.96,lar deposits. pinto beans after the requests dazzle quickly carefull
1372,Supplier#000001372,"N1Lx,wLzbTujlrznIDS",22,32-492-818-9099,796.84,d dependencies do haggle slyly about 
1373,Supplier#000001373,1EtjxE6YcZ0,7,17-403-116-4558,3500.86,ess packages. slyly final requests could have to haggle slyly regular theodo
1374,Supplier#000001374,uHLiKIkGMCK39DBiPLySDhM1,4,14-105-774-9435,8924.44,pecial deposits along the slyly unusual excuses wake ironically
1375,Supplier#000001375,Y3olicCNxG1jeNRqlx,18,28-156-731-1843,6075.43,al accounts affix. slyly blithe dinos along the pen
1378,Supplier#000001378,cyTlnVEoMOYxy1JjQ1jm2Wh6vr3ycFrSI21jiO,18,28-787-963-1462,7119.9,furiously final packages detect carefully ironic requests. carefully unusual gifts are blithel
1382,Supplier#000001382,g5ztc13RCzp1h,24,34-626-282-4782,1156.21, packages about the furio
1385,Supplier#000001385,"UUD4ymFUhLSjsYHaBwlWf,1zdlh1vFFQH6Tqo",13,23-503-768-4613,4220.75,lyly regular instructions affix blithely ironic requests. fluffily regular re
1386,Supplier#000001386,iNxyxvmqmNB,5,15-186-107-2835,8082.42,nstructions nag among the unusual theodol
1392,Supplier#000001392,"h6vpqedAQqjbMYHf0bYgl,BkLl0",10,20-693-215-9434,6707.32,"n, pending sheaves. final, express packages according to the packages wake about the re"
1398,Supplier#000001398,H1l294pHv2YCA2hQztBZsLGsBmhVBRRh,6,16-465-263-9578,3387.64,final packages. quickly special deposits
1402,Supplier#000001402,v1m55JSrqZva3dgy,1,11-772-363-1023,4318.64,"y blithely regular requests. pending, even theodolites unwind quickly acc"
1403,Supplier#000001403,"f,SYhItYUfLM1XY2LKRuWlGQV4G79BpNXY ",8,18-126-355-8171,3382.83, boost fluffily regularly even deposits. furio
1405,Supplier#000001405,te5joWcj1Wsc pi,4,14-348-753-2527,2051.33, ironic deposits snooze quickly 
1406,Supplier#000001406,xvfVP4UqVFTqXGjedP7U86UuOU1QzQla3Wj4O,8,18-819-576-1262,695.92,odolites play daring excuses: blithely final deposits sleep quickly final a
1409,Supplier#000001409,"VfixB5ke,JR6T7tn7cv,G uBn12IBUw7HWy ",11,21-416-486-4797,4723.99,sleep fluffily special deposit
1411,Supplier#000001411,6rVS6actf5ztxVtq,14,24-192-595-8487,7762.8,fily slow asymptotes are carefully according to the blithely final theodolites. blithely special f
1412,Supplier#000001412,"XeiPrl fw,N5doHeADl8md4kE q9tkCatjNoD",2,12-927-942-4044,7395.15," blithe ideas. even, unusual excuses about the asymptotes are slyly quietly special foxes. fluffi"
1413,Supplier#000001413, fVaD46c59u,24,34-243-851-6239,-688.21,oys. deposits sleep furiously. requests after the always final theodolites prom
1414,Supplier#000001414,"mOHKvfkuuCQXiGO1EzYJFyCqCahY5,fn sQwehh",8,18-900-205-6049,3123.86,eposits. blithely express requests after the ironic platelets wake against t
1419,Supplier#000001419,"9wbge8NxXVd5LbIlNA,DjR0sjasMyxC7oANgSQw",22,32-865-313-5333,3689.03,uld have to affix quickly after th
1423,Supplier#000001423,NMfB5m6mUZaUrq5BQVixbffpKmHmLcZo,2,12-727-158-9103,7377.86,"nt grouches hinder regular courts. quickly final accounts sleep carefully. bold, ironic pa"
8476,Supplier#000008476," a,cswFIvmn NgyIjCfCErBrQ0jy9zPEFdt",0,10-981-618-7449,4050.51,". regular, special theodolites detect busily after the enticingly final requests. furiously un"
8477,Supplier#000008477,p5TvX4xf1n4aLh75Hw,15,25-323-997-2362,6899.88, nag according to the regular theodolites. furiously ironic pearls nag. furiously ironic excu
8480,Supplier#000008480,4sSDA4ACReklNjEm5T6b,3,13-839-573-3826,3241.49,heodolites nag. even requests cajole slyly final foxes. furiously final accounts nag according to
8482,Supplier#000008482,DsdkDvolnjlpfLkNY0r89wsqJq,12,22-612-911-3916,8610.63,l theodolites are quickly. furiously silent ac
8484,Supplier#000008484,YgFHZx0af26o9dq82lpNGzuyp0vB6IX,3,13-220-902-7962,706.88,e fluffily pending orbits
8488,Supplier#000008488,"fL8BwJNM4,Q8XK,OlNp6CaRN",5,15-140-796-3382,406.21,ounts affix carefully quickly permanent asymptotes. blithely bold accounts are
8494,Supplier#000008494,"8Lb41M39FM9oULM,2LG",24,34-303-859-1524,-699.96, express deposits. unusual accounts after the theodolit
8496,Supplier#000008496,YQCfEcP6D5 3,16,26-117-326-7579,5111.61,"nusual, final packages use. accounts are slyly. slyly ironic instructions above the carefully pendin"
8498,Supplier#000008498,"W 1pxS,3INXAPPn9tlvLG6nWPcHmLgpyH",22,32-560-835-6989,9312.15,"ilent, bold packages near the quickly regular accounts sublate fluffily according"
8504,Supplier#000008504,S7nEEnbeSHtq6Hp5Cb8cDC1xT2FcLDf0Kb9,4,14-318-631-5865,1825.82,; carefully even asymptotes
8509,Supplier#000008509,"E,gt5UKRp8oHmTY",22,32-274-103-2779,6231.26,ts sleep blithely above the final platelets. ironic gifts detect. unusual excuses wake blithe
8510,Supplier#000008510,aUlYzASj024j xvxU,10,20-622-650-6857,6751.53,"ake alongside of the blithely pending packages. regular, daring attainments haggle carefull"
8511,Supplier#000008511,JwdJZrdbup7rJh,22,32-948-885-3347,5952.86,gside of the furiously express accounts? express requests boost slyly regular grouches.
8515,Supplier#000008515,"TA12u9cZKAlmzPorkWJgvtJrjus,5",19,29-357-508-1973,9430.81,ily packages. carefully regular requests 
8516,Supplier#000008516,UaL9jrvT8BqR2GB,11,21-185-933-8590,2691.61,osits. furiously bold asymptotes about the ironically unusual frets cajole car
8517,Supplier#000008517,"us1ou02ozRlSNW3hIrFb,vaiPn1l3e",14,24-774-997-2846,3905.96,"totes. regular, silent deposits sleep about the ironic, final requests. "
8518,Supplier#000008518,"2jqzqqAVe9crMVGP,n9nTsQXulNLTUYoJjEDcqWV",6,16-618-780-7481,8386.08,blithely bold pains are carefully platelets. finally regular pinto beans sleep carefully special
8524,Supplier#000008524,iFMHJvUlALZoDpuzUMYsteZVz5D4GjP,11,21-465-917-6611,5004.14,"o beans haggle carefully even pinto beans. regular, pending packages serve"
8526,Supplier#000008526,3RreW34eNbq15bM8MMjk,9,19-986-831-6193,-408.28,ges. furiously final theodolite
8528,Supplier#000008528,"O,BS rNVx7CsdlsjUgZ5fNN6yx0z2Bz",11,21-265-460-1770,8638.54,he furiously regular ideas. carefully ironic dug
8530,Supplier#000008530,5EacwOuDZqQjHTQgG8XV5Eja65B4HXh,11,21-267-583-5534,-18.15,. slyly bold foxes cajole. special requests haggle fur
8537,Supplier#000008537,rHWLILYbcdIs1qW,7,17-396-624-4223,-564.51,pinto beans are furiously. special asymptotes sleep carefully final excuses. slyly special deposits 
8539,Supplier#000008539,mtOsFdgudNlBJ3L6Pi2zfoIqK8ER2fsfDrRsJI h,19,29-492-791-9837,359.82,ackages whithout the furiously regular dugouts sleep above the express packages. deposits run sly
8542,Supplier#000008542,"YPhfijxCiFKkm8,S",24,34-764-457-8674,9330.71,as sleep blithely pending accoun
8548,Supplier#000008548,6hA0SVDEVUTaQcpeASuT7LemNhyWWGVMwf7BZ,0,10-688-859-2844,468.59,iously express ideas cajole slyly after the unusual requests. slyly final accounts lose fu
8550,Supplier#000008550,yooUNyFfNV2XEKwOI,1,11-816-674-5599,8539.38, regular deposits after the slyly bold accounts 
8551,Supplier#000008551,"991B,Fp7RohkxhGRhg4645Xe",20,30-978-275-9653,2485.84,y bold requests nag along the theodolites. carefull
8555,Supplier#000008555,yJWU0ZtPOIuv,1,11-878-821-5627,7193.13,c foxes sleep about the quickly final excuses. carefully even theodolites cajole. slyly final pi
8561,Supplier#000008561,Mkd7mWU6XZNNkUqnsy34Kt1aYxo,19,29-309-888-3946,9652.21,s accounts in place of the express accounts na
8562,Supplier#000008562,mlEKbVlwfdV6lRyzI7xEVg7LTbtB3zlTQC66tpR8,8,18-247-297-6917,5718.36,kages according to the unusual deposits wake furiously fluffily bold dependencies. fluffily regu
8566,Supplier#000008566,CJJ vg1hGBwps2HgREKQqbzmQ038LPXtbha26vqA,6,16-158-515-4201,9749.51,elets haggle after the slyly even ide
8567,Supplier#000008567,X3ndLTt8z4Svp4B1HV3d7i,19,29-731-239-3533,2130.55, carefully carefully unusual sentiments. quickly bold pinto beans 
487,Supplier#000000487,"BvDBcJa,jQPslM",5,15-551-730-1265,2124.86,"ly about the requests. accounts could use blithely? furiously pending accounts nag regular, even ide"
488,Supplier#000000488,AzfObar4VYwnQvsGbISGCshVM AIWYq9,13,23-609-606-3265,4546.13,ly ironic packages use quickly about the ironic theodolites! blithel
494,Supplier#000000494,"6hAiQHDGTy6,8bjpxI i3f",13,23-200-629-1426,1080.57,pending packages. slyly even deposits wake closely. specia
498,Supplier#000000498,4jvUQrC4acOQ82EFM vLNHG,17,27-772-853-6514,485.25,. slyly ironic ideas cajole slyly quickly ironic deposits. blithely even theodolites boo
499,Supplier#000000499,NbcQeBiDiN2tFiVxHIaWU03BVFIuxt ,18,28-243-638-7646,2518.34,"al, express deposits hang furiously. regular, unusual pinto beans wake a"
513,Supplier#000000513,"YMhcTaVkhw0nO9B,",4,14-481-495-8505,8075.3, final requests. slyly final reque
515,Supplier#000000515,"5TOuZXAb9df7m3BCW2 TeHMY1Zdf46DqpT2,0t",17,27-470-220-5233,2127.89, beans sleep after the final frays. special ideas across the carefully regular instructi
522,Supplier#000000522,joLGRuiXIsVWk,8,18-355-956-2843,-336.14,"tect slyly final instructions. fluffily ironic ideas after the final, fina"
523,Supplier#000000523,"zzfDhdtZcvmVzA8rNFU,Yctj1zBN",18,28-458-231-8410,2492.06,"e, regular deposits eat. fluffily express foxes haggle a"
527,Supplier#000000527,udKczd6U1Bm79UVDkA8P2Xa1VY qv9mvsXo,18,28-894-961-1780,6938.43, sublate blithely pending instructions. blithely final packages nag blithe
529,Supplier#000000529,Fj4vm8y2 Tlgd,10,20-521-276-3787,4581.8,wake across the furiously regular excuses. express dolphins are q
531,Supplier#000000531,fN0ix827c112YajETqxxuofrfl7v VndWB38n,22,32-950-377-4573,4258.42, the carefully ironic gifts. carefully unusual multipliers sleep slyly amo
